roll_number,schoolname,address1,address2,address3,address4,county,local_auth,principalfirstname,principallastname,eircode,latitude,longitude,phone_no,email,schooltype
19368E,S N NAOMH CIARAN,SCOIL NAOMH CIARAN,ROOTY CROSS OLDTOWN,ATHLONE,CO ROSCOMMON,Roscommon,Roscommon County Council,MARTINA,BN UI OGAIN,N37R521,53.4232597,-7.9370999,909673436,stciaransns@gmail.com,primary
19369G,ST PAULS N S,Irishtown,Mountmellick,Co. Laois,NULL,Laois,Laois County Council,Serena,Senior,R32WK79,53.1159659,-7.3263936,578624781,stpauls1ns@gmail.com,primary
19371Q,S N IOGNAID,Bóithrín na Sliogán,Gaillimh,NULL,NULL,Galway,Galway City Council,Louise,Breatnach,H91E364,53.2702246,-9.0626059,91584491,oifigiognaid@gmail.com,primary
19374W,Our lady's Grove Primary School,"Goatstown Road,",Dublin 14,NULL,NULL,Dublin,Dun Laoghaire Rathdown,Anne,Kernan,D14Y993,53.3006942,-6.2338977,12988694,annekernan@olgps.ie,primary
19377F,NAOMH COLMAN MAC DUAIGH,Tierneevin,Gort,Co. Galway,NULL,Galway,Galway County Council,Ann,Lynskey,H91F8D2,53.0632461,-8.8824493,91631832,tierneevinns@gmail.com,primary
19378H,BALLYNARRY N S,Ballyheelan,Kilnaleck,Co. Cavan,NULL,Cavan,Cavan County Council,Maeve,Sheridan,A82T993,53.84156,-7.34293,494336833,ballynarry@gmail.com,primary
19380R,St Oliver Plunkett National School,Kilkerrin,Ballinasloe,Co. Galway,NULL,Galway,Galway County Council,Lorraine,Henry,H53DX30,53.5562737,-8.5693531,949659316,kilkerrinns@gmail.com,primary
19381T,RATHMORE N S,Baltimore,Skibbereen,Co. Cork,NULL,Cork,Cork County Council,Maura,Collins,P81PW52,51.5406527,-9.2720926,2820135,rathnationalsc@gmail.com,primary
19384C,ARDFERT CENTRAL N S,Station Road,Ardfert,Co. Kerry,NULL,Kerry,Kerry County Council,Betty,Stack,V92CD63,52.3234146,-9.7759861,667134289,ardfertns.ias@eircom.net,primary
19386G,LABASHEEDA CENTRAL N S,Labasheeda,Kilrush,Co. Clare,NULL,Clare,Clare County Council,William,Woulfe,V15XF84,52.6376305,-9.4829102,656826063,labasheedans1@gmail.com,primary
19388K,CLONBERNE CENTRAL SCH,Clonberne,Ballinasloe,Co. Galway,NULL,Galway,Galway County Council,Michael,Tevenan,H53T291,53.5633536,-8.6488007,9345936,office@clonbernens.com,primary
19389M,SN MUIRE GAN SMAL,Drumbaun,Curry,Co. Sligo,NULL,Sligo,Sligo County Council,Paschal,Gallagher,F91DT35,999,999,949254878,smgscurry@hotmail.com,primary
19390U,ST MARKS SEN NS,Springfield,Tallaght,Dublin 24,NULL,Dublin,South Dublin County Council,Richard,Walsh,D24FV07,53.2873029,-6.3877017,14513138,secretary@saintmarksns.ie,primary
19391W,GARRAFRAUNS CENTRAL SCH,Dunmore,Tuam,Co. Galway,NULL,Galway,Galway County Council,Claire,Fitzsimons,H54NY73,53.6328231,-8.8251717,9338708,garrafraunsns@gmail.com,primary
19392B,SCOIL NAOMH AODAIN,Monasteraden,via Ballaghadereen,Co. Sligo,NULL,Sligo,Sligo County Council,Anne,Moriarty,F45VF54,53.9016968,-8.5792106,949860924,monaiden@gmail.com,primary
19393D,MHUIRE IOSEF JUNIOR,"Verbena Avenue,",Sutton,Dublin 13,NULL,Dublin,Fingal County Council,Elizabeth,Madigan,D13CD56,53.3893965,-6.1466559,18326524,notices@baysidejunior.ie,primary
19394F,ROBEEN CENTRAL N S,Robeen,Hollymount,Co. Mayo,NULL,Mayo,Mayo County Council,Edel,Canny,F12HP22,53.6810473,-9.14923,949540262,robeenns01@gmail.com,primary
19395H,SCOIL MOBHI,Bóthar Mobhí,Glasnaíon,Baile Átha Cliath 9,NULL,Dublin,Dublin City Council,Marcella,Nic Niallaigh,D09A303,53.373456,-6.263202,18379591,oifig@scoilmobhi.ie,primary
19396J,NA MAIGHDINE MUIRE GIRL,Ballinteer,Dublin 16,NULL,NULL,Dublin,Dun Laoghaire Rathdown,Yvonne,Lane,D16C820,53.2749281,-6.2579367,14930736,info@ourladysgns.ie,primary
19400U,SN GLEANN NA GCAORACH INÍON LÉINÍN,Wyvern,Killiney,Co. Dublin,NULL,Dublin,Dun Laoghaire Rathdown,Sarah,Honner,A96P585,53.2812898,-6.1238354,12856011,info@gkns.ie,primary
19401W,S N CAITRIONA SOIS,Renmore Avenue,Renmore,Co. Galway,NULL,Galway,Galway City Council,Caitríona,Daly,H91N5H6,53.2766246,-9.0176153,91753613,principal@renmorejuniorschool.com,primary
19402B,BALLYVARY CENTRAL N S,BALLYVARY CENTRAL N S,CASTLEBAR,CO MAYO,NULL,Mayo,Mayo County Council,MRS,MARY CUNNINGHAM,F23TP65,53.8873554,-9.1544557,949031007,ballyvaryns@gmail.com,primary
19404F,SN MHUIRE,Main Street,Ballyhooly,Co. Cork,NULL,Cork,Cork County Council,Rory,Gibbons,P51K284,52.1454011,-8.3994635,2539428,principal@scoilmhuireballyhooly.ie,primary
19406J,HOLY TRINITY SEN N S,Grange Road,Donaghmede,Dublin 13,NULL,Dublin,Dublin City Council,David,Henry,D13WY00,53.3964705,-6.1612406,18474695,htnsoffice@eircom.net,primary
19407L,SCOIL BHRIDE,Green Lane,Leixlip,Co. Kildare,NULL,Kildare,Kildare County Council,Breda,Holmes,W23R9Y6,53.3657764,-6.500705,16244850,oifig.scoilbhrideleixlip@gmail.com,primary
19408N,RATHCORMACK N S,Drumcliffe South,Co. Sligo,NULL,NULL,Sligo,Sligo County Council,Frank,O'Sullivan,F91NX21,54.3167961,-8.4790752,719143962,office@rathcormacns.ie,primary
19411C,S N BAILE RAIGHIN,Letterkenny,Co. Donegal,NULL,NULL,Donegal,Donegal County Council,David,Oliver,F92CX29,54.9515553,-7.7125019,749124758,ballyrainens@gmail.com,primary
19415K,SCOIL AN ATHAR TADHG,Carraig na bhFear,Co. Chorcaí,NULL,NULL,Cork,Cork County Council,Marc,Sheehan,T34N276,51.9900726,-8.4778525,214884509,secretary@athartadhg.ie,primary
19416M,ST PAULS NS COLLOONEY,The Square,Collooey,Co. Sligo,NULL,Sligo,Sligo County Council,Mary,Bourke,F91AW27,54.1826686,-8.4914883,719130491,stpaulscollooney@gmail.com,primary
19418Q,CASTLERAHAN CENTRAL NS,Castlerahan,Ballyjamesduff,Co. Cavan,NULL,Cavan,Cavan County Council,Deirdre,Clinton,A82N673,53.8209949,-7.1799383,498544201,castlerahanns@gmail.com,primary
19419S,GOREY CENTRAL SCHOOL,Charlotte Row,Gorey,Co. Wexford,NULL,Wexford,Wexford County Council,Matthew,Bater,Y25XH11,52.6739155,-6.2980683,539421745,goreycentralschool@gmail.com,primary
19420D,SN FHIACHNA,Kenmare Road,Glengarriff,Co. Cork,NULL,Cork,Cork County Council,Aishling,McCarthy,P75DY24,51.8801017,-9.5835203,2763596,scoilfhiachna@gmail.com,primary
19422H,CLOUGHJORDAN NO 1 N S,Townfields,Cloughjordan,Co. Tipperary,NULL,Tipperary,Tipperary (Nr) County Council,Ivor,Hayes,E53YY82,52.9384388,-8.0297941,50542318,cloughjordannsno1@gmail.com,primary
19423J,ST PATRICKS NS,DRUMSHANBO,CO LEITRIM,NULL,NULL,Leitrim,Leitrim County Council,Mairin,O' Keeffe,N41PY61,54.0472667,-8.0345017,719641755,stpatricksnsdrumshanbo@gmail.com,primary
19425N,BALLYROE CENTRAL N S,ATHY,CO KILDARE,NULL,NULL,Kildare,Kildare County Council,MS,AVRIL FLYNN,R14DX61,52.9617015,-6.9337661,598632522,scntreasa@gmail.com,primary
19426P,S N MHARCUIS B,An Gleann,Corcaigh,NULL,NULL,Cork,Cork City Council,Johanna,Carroll,T23P5FY,999,999,214506225,stmarksbns.ias@eircom.net,primary
19427R,S N BHREANNDAIN C,Glen Avenue,Cork,NULL,NULL,Cork,Cork City Council,Fiona,O'Neill,T23AK29,51.9113151,-8.4615584,214504877,info@stbrendansgns.ie,primary
19430G,SCOIL AN TSEACHTAR LAOCH,Bóthar Bhaile Munna,Baile Átha Cliath 11,NULL,NULL,Dublin,Dublin City Council,Deirdre,Ní Chonghaile,D11E306,53.3767522,-6.2688112,18425725,7laoch.ias@eircom.net,primary
19431I,ST JOSEPHS JNR,St Joseph's Junior National School,Balbutcher Lane,Ballymun,Dublin 11,Dublin,Dublin City Council,Jennie,McGee,D11ND82,53.4006759,-6.2702869,18421801,stjosjun@eircom.net,primary
19432K,CROSSKEYS CENTRAL N S,Carrickatober,Crosskeys,Co. Cavan,NULL,Cavan,Cavan County Council,Laurence,O'Shea,H12Y998,53.9196272,-7.2643814,494336704,crosskeysns@gmail.com,primary
19434O,LATTON,LATTON,CASTLEBLAYNEY,CO. MONAGHAN,NULL,Monaghan,Monaghan County Council,JOANNE,GORMLEY,A75P033,54.0705565,-6.946578,429742276,info@scoilmhuirelatton.ie,primary
19435Q,ST FRANCIS XAVIER J N S,Roselawn Road,Castleknock,Dublin 15,NULL,Dublin,Fingal County Council,Heidi,Collins,D15CX84,53.3839319,-6.3837962,18210892,sfxjns1@eircom.net,primary
19436S,SN NAOMH MHICHIL,Dungeagáin,Baile 'n Sceilg,CO CHIARRAI,NULL,Kerry,Kerry County Council,LAOISE,NIC AOGAIN,V23PN30,51.8244027,-10.2730136,669479271,scoilmhichil78@gmail.com,primary
19437U,SCOIL NAITHI,Bóthar Átha Leathan,Baile an tSaoir,Baile Átha Cliath 16,NULL,Dublin,Dun Laoghaire Rathdown,Paula,Ní Uigín,D16EK63,53.282284,-6.2612611,12981931,oifig@scoilnaithi.com,primary
19438W,SCOIL COLMCILLE SENIOR,Coolevin,Ballybrack,Co. Dublin,NULL,Dublin,Dun Laoghaire Rathdown,Aidan,Boyle,A96TN32,53.2547263,-6.1345338,12855527,cholmsenior@gmail.com,primary
19442N,RUAN CENTRAL NS,Dromore,Ruan,Ennis,Co. Clare,Clare,Clare County Council,Cyril,Lyons,V95R206,52.933727,-8.9886814,656837301,ruanschool@gmail.com,primary
19443P,CLONEA NS,Clonea-Power,Carrick-on-Suir,Co. Waterford,NULL,Waterford,Waterford County Council,Paul,Brunnock,E32NP40,52.3476495,-7.4189708,51646249,info@cloneapowerschool.ie,primary
19446V,SCOIL MHUIRE BOYS,Grange Road,Rathfarnham,Dublin 14,NULL,Dublin,South Dublin County Council,Edward,O'Riordan,D14P046,53.294806,-6.283881,14931477,secretary@marysbns.ie,primary
19448C,S N REALT NA MARA,TUATH O SIOSTA,CILL AIRNE,CO CHIARRAI,NULL,Kerry,Kerry County Council,Cian,Ó Siochrú,V93K593,51.8065507,-9.7503632,646684504,info@tuosistns.ie,primary
19449E,ST OLIVER PLUNKETTS NS,Newcastle,Athenry,Co. Galway,NULL,Galway,Galway County Council,Breda,Murphy,H65T680,53.3430319,-8.6836769,91849178,newcastlens@yahoo.ie,primary
19451O,NEWPORT CENTRAL,BAILE UI BHFIACHAIN,CO MHAIGH EO,NULL,NULL,Mayo,Mayo County Council,Brigid,Chambers,F28ED89,53.8852758,-9.5463685,9841442,office@newportns.ie,primary
19452Q,SCOIL MHUIRE,Ballymany,Newbridge,Co. Kildare,NULL,Kildare,Kildare County Council,Patrick,King,W12HD29,53.1732978,-6.8169014,45431077,office@scoilmhuire.net,primary
19454U,DARNDALE NS JUNIOR,OUR LADY IMMAC JUN NS,DARNDALE,MALAHIDE ROAD,DUBLIN 17,Dublin,Dublin City Council,Margaret,Hughes,D17TR25,53.3983085,-6.1923102,18476643,ddalejnr@eircom.net,primary
19456B,ST CRONANS JUNIOR NATIONAL SCHOOL,Brackenstown,Swords,Co. Dublin,NULL,Dublin,Fingal County Council,Edel,Moloney,K67DP28,53.4589186,-6.2366444,18402194,info@stcronansjns.ie,primary
19458F,KILGARVAN CENTRAL SCHL,Kilgarvan,Co. Kerry,NULL,NULL,Kerry,Kerry County Council,Gail,O'Sullivan,V93HP79,51.9031476,-9.4384061,646685428,kilgarvanschool@gmail.com,primary
19459H,Scoil Mhuire,Green Lane,Leixlip,Co. Kildare,NULL,Kildare,Kildare County Council,Nora,Mescal,W23TX49,53.3657391,-6.5009022,16244851,scmhuireleixlip.ias@eircom.net,primary
19461R,EILTIN NAOFA,LIOS EILTIN,CO. CHIARRAI,NULL,NULL,Kerry,Kerry County Council,Conor,Reidy,V31Y266,52.4878,-9.5780656,6847240,scoileiltinnaofa@gmail.com,primary
19462T,SCOIL MAELRUAIN JUNIOR,Old Bawn,Tallaght,Dublin 24,NULL,Dublin,South Dublin County Council,Mairéad,Ryan,D24T854,53.2777476,-6.3633424,14513967,scoilmaelruainjunior@gmail.com,primary
19463V,SCOIL MAELRUAIN SENIOR,Old Bawn,Tallaght,Dublin 24,NULL,Dublin,South Dublin County Council,Caitriona,Hogan,D24EV18,53.2777476,-6.3633424,14510706,smsinsear@yahoo.ie,primary
19465C,ST KEVINS BOYS,Kilnamanagh,Tallaght,Dublin 24,NULL,Dublin,South Dublin County Council,James,Murray,D24A2XF,53.3005905,-6.3576332,14517925,marion@stkevinsboys.ie,primary
19466E,ST KEVINS GIRLS,Kilnamanagh,Tallaght,Dublin 24,NULL,Dublin,South Dublin County Council,Miriam,Dignam,D24R6PT,53.3000387,-6.357347,14517981,info@stkevinsgns.com,primary
19467G,SAINT MELS,Ardagh Village,Co. Longford,NULL,NULL,Longford,Longford County Council,Teresa,Kearney,N39CD85,53.6661354,-7.6940361,436675269,stmelsns@gmail.com,primary
19468I,SN CAITRIONA SINSEAR,Renmore Avenue,Renmore,Co. Galway,NULL,Galway,Galway City Council,Marie,Moriarty (Acting),H91N5H6,53.2766246,-9.0176153,91753613,info@renmoreschool.com,primary
19469K,NAOMH OLIVER PLUNKETT,Tossey,Loughmourne,Co. Monaghan,NULL,Monaghan,Monaghan County Council,Adrian,Kelly,A75PY66,54.0782547,-6.8444152,429745055,stoliverplunkettns@live.com,primary
19470S,ST FRANCIS XAVIER SENIOR N S,Roselawn,Castleknock,Dublin 15,NULL,Dublin,Fingal County Council,Adrienne,Darby,D15WY02,53.3828904,-6.3834728,18211121,sfxseniorschool@eircom.net,primary
19471U,ST PAULS JUNIOR NATIONAL SCHOOL,Clonrosse Drive,Ard na Gréine,Dublin 13,NULL,Dublin,Dublin City Council,Elaine,McNulty,D13PK10,53.3949641,-6.1836254,18470479,ayrfieldjns@eircom.net,primary
19472W,ST MARKS JUNIOR MIXED,Springfield,Tallaght,Dublin 24,NULL,Dublin,South Dublin County Council,Deirdre,Ní Bhroin,D24FT95,53.2871777,-6.3872679,14512076,info@stmarksjs.ie,primary
19473B,SCOIL BHRIDE,Grange Road,Donaghmede,Dublin 13,NULL,Dublin,Dublin City Council,Áine,Dillon,D13NY53,53.3971252,-6.1610999,18470014,office@scoilbhridejns.com,primary
19474D,SCOIL COLMCILLE NAOFA,Idrone Avenue,Knocklyon,Dublin 16,NULL,Dublin,South Dublin County Council,David,Curtin,D16H337,53.2838476,-6.3165684,14947422,office@ccjns.ie,primary
19475F,ST BRIGIDS NS,Singland,Limerick,NULL,NULL,Limerick,Limerick City Council,Fiona,Morrissey,V94FN12,52.6567723,-8.5984646,61414319,stbrigidslimerick@gmail.com,primary
19476H,ST OLIVER PLUNKETT NS,Blackcastle,Navan,Co. Meath,NULL,Meath,Meath County Council,Catherine,Keane Faulkner (Acting),C15R642,53.6626935,-6.6780326,469023347,stoliverns2@gmail.com,primary
19477J,HOLY FAMILY B N S,Askea,Carlow,NULL,NULL,Carlow,Carlow County Council,Máiréad,Mullally,R93VX27,52.8363549,-6.9130105,599142772,info@askeaboys.com,primary
19478L,Holy Family Girls N S,Askea,Co. Carlow,NULL,NULL,Carlow,Carlow County Council,Anne,Fitzpatrick,R93X793,52.83561,-6.9127226,599142343,askeagns@eircom.net,primary
19479N,RATHMULLAN N S,Marley's Lane,Drogheda,Co. Louth,NULL,Louth,Louth County Council,Tanya,O'Reilly,A92DD39,53.7111062,-6.3717387,419831488,stjohnsnsprincipal@gmail.com,primary
19480V,ST PATRICKS,St Patrick's Close,Dublin 8,NULL,NULL,Dublin,Dublin City Council,Jennifer,McCormack,D08WK19,53.285366,-6.1506512,14540588,choirsch.ias@eircom.net,primary
19483E,S N DAR EARCA,Ballyhearny,Valentia,Co. Kerry,NULL,Kerry,Kerry County Council,John,Daly,V23R928,51.9107738,-10.3548996,669476239,valentians@gmail.com,primary
19486K,SCOIL NAIS DEAGLAIN,Ashbourne,Co. Meath,NULL,NULL,Meath,Meath County Council,Cian,Kearins,A84KT02,53.5058196,-6.4006982,18350594,principal@decsash.ie,primary
19487M,HOLY CROSS PRIMARY SCHOOL,New Road,Killarney,Co. Kerry,NULL,Kerry,Kerry County Council,Ursula,Coffey,V93A096,52.0627035,-9.5139102,646631241,holycrossmercy.ias@eircom.net,primary
19488O,SCOIL NAOMH FEICHIN,Kilgellia,Attymass,Ballina,Co. Mayo,Mayo,Mayo County Council,Ciara,Rowley,F26HH36,53.7581725,-6.2712171,9645076,office@attymassns.ie,primary
19489Q,SN NAOMH FINNIN,Glenties Park,Rivermount,Finglas South,Dublin 11,Dublin,Dublin City Council,Janet,O' Donnell (Acting),D11WN70,53.3805504,-6.3120669,18341130,saintfinians@gmail.com,primary
19490B,SCOIL MHUIRE,Glenmore Court,Ballyboden,Dublin 16,NULL,Dublin,South Dublin County Council,Owen,McLoughlin,D16V043,53.2793738,-6.2892052,14931967,omcloughlin@hotmail.com,primary
19491D,SCOIL MHUIRE,Ramelton,Co. Donegal,NULL,NULL,Donegal,Donegal County Council,Leala,McCusker,F92XHW5,55.0337173,-7.6494744,749151215,scoilmhuireno1@gmail.com,primary
19492F,SN OILIBHEAR NAOFA,Ballylongford,Co. Kerry,NULL,NULL,Kerry,Kerry County Council,Elizabeth,O'Sullivan,V31KD88,52.5479992,-9.4788097,6843477,ballyns.ias@eircom.net,primary
19494J,BISHOP GALVIN NS,Orwell Park,Templeogue,Dublin 6w,NULL,Dublin,South Dublin County Council,Kathryn,Corbett,D6WY791,53.298067,-6.3186092,14566652,secretary@bishopgalvin.ie,primary
19495L,CARBURY NAT SCH,The Mall,Sligo,NULL,NULL,Sligo,Sligo County Council,Alan,Moffitt,F91FW10,54.2722253,-8.4659521,719161014,info@carburyschool.com,primary
19496N,SCOIL FHIACHRA SOISIR,Montrose Park,Artane,Dublin 5,NULL,Dublin,Dublin City Council,Áine,Carberry,D05W248,53.3877761,-6.2263069,18472367,fiachrajunior76@yahoo.com,primary
19497P,SCOIL MHUIRE,Rathsallagh,Shankill,Dublin 18,NULL,Dublin,Dun Laoghaire Rathdown,Patricia,Slavin,D18FT91,53.236525,-6.122336,12823507,scoilmhuireshankill@gmail.com,primary
19501D,CAHERMORE NEW CENTRAL S,Cahermore,Allihies,Beara,Co Cork,Cork,Cork County Council,PADRAIG,O SULLIVAN,P75R704,51.6057552,-10.0617709,2773269,cahermorens1@gmail.com,primary
19502F,SCOIL AENGHUSA JUN NS,Balrothery,Tallaght,Dublin 24,NULL,Dublin,South Dublin County Council,Ann,Marie Blake,D24YN34,53.2930724,-6.3450579,14513912,aonghusajnr.ias@scoilaonghusajnr.com,primary
19503H,SCOIL CHRONAIN,An tSráid Mhór,Ráth Cúil,Co. Átha Cliath,NULL,Dublin,South Dublin County Council,Siobhán,Mhic Gearailt,D24YW81,53.2817031,-6.4674522,14588889,oifig@scoilchronain.ie,primary
19505L,SN OILIBHEIR,An Chúil Mhín,Cluain Saileach,Baile Átha Cliath 15,NULL,Dublin,Fingal County Council,Antóin,Ó Cléirigh,D15PX99,53.3821828,-6.3942989,18215277,priomhoide.scoil.oilibheir@gmail.com,primary
19506N,CAPPATAGLE CENTRAL SCH,Cappataggle,Ballinasloe,NULL,NULL,Galway,Galway County Council,Shane,Dervan,H53D297,53.2695268,-8.4095584,91843124,cappyns@hotmail.com,primary
19507P,SCOIL CHAITIGHEIRN,Eyeries,Bantry,Co. Cork,NULL,Cork,Cork County Council,Micheál,Lane,P75E516,51.6951916,-9.9636184,2774053,eyeriesns@gmail.com,primary
19509T,SCOIL NANO NAGLE,Bawnogue Road,Clondalkin,Dublin 22,NULL,Dublin,South Dublin County Council,Damien,Burke,D22VF68,53.3261708,-6.4134097,14571306,nanonagleinfo2@gmail.com,primary
19510E,TALBOT SENIOR NS,Bawnoge,Clondalkin,Dublin 22,NULL,Dublin,South Dublin County Council,Loyola,Madden,D22RT44,53.3262094,-6.413885,14571226,talbotsns@hotmail.com,primary
19511G,ST SAVIOURS NS,Ballybeg Drive,Waterford,NULL,NULL,Waterford,Waterford City Council,Ciara,Áine Kavanagh,X91Y472,52.2399313,-7.145691,51372621,secretary@stsavioursns.ie,primary
19512I,ST OLIVERS NS,Ballycasheen,Killarney,Co. Kerry,NULL,Kerry,Kerry County Council,Rory,D'Arcy,V93W594,52.0554059,-9.4929023,646632047,info@stolivers.ie,primary
19515O,SN NAOMH TREASA,Hampton,Balbriggan,Co. Dublin,NULL,Dublin,Fingal County Council,Killian,O'Mahony,K32E925,53.6039405,-6.173211,18416270,adminstteresasps@gmail.com,primary
19518U,S N NAOMH BAOITHIN,St Johnston,Lifford,Co. Donegal,NULL,Donegal,Donegal County Council,Anne,Marie Meehan,F93WN24,54.8328751,-7.485639,749148327,stbaithins.ias@eircom.net,primary
19519W,ST BRIDS,Drumcong,Carrick-on-Shannon,Co. Leitrim,NULL,Leitrim,Leitrim County Council,Angela,White,N41VK20,54.030275,-7.9745255,719642315,drumcongns1978@gmail.com,primary
19524P,OUR LADY IMMAC SEN N S,OUR LADY IMMAC SEN NS,DARNDALE,DUBLIN 17,NULL,Dublin,Dublin City Council,DERMOT,AMPHLETT,D17CK81,53.3983085,-6.1923102,18470749,darndalesns@gmail.com,primary
19525R,MHICHIL NAOFA,Derrycreeveen,Bere Island,Co. Cork,NULL,Cork,Cork County Council,Orlagh,Ní Arrachtain,P75AK22,51.6353948,-9.8827582,2775094,bereislandschool@gmail.com,primary
19526T,SN CILL DAIRBHRE,FERMOY ROAD,KILDORRERY,MITCHELSTOWN,P67 VY68,Cork,Cork County Council,Rachel,Kelly,P67VY68,52.2451159,-8.4261512,2225602,kildorreryschool@gmail.com,primary
19527V,CABRA CENTRAL N S,Cabra,Kingscourt,Co. Cavan,NULL,Cavan,Cavan County Council,Janine,O'Neill,A82FX44,53.9205217,-6.8116236,429667194,cabracentral@eircom.net,primary
19528A,RAMSGRANGE CENTRAL N S,Ramsgrange,Co. Wexford,NULL,NULL,Wexford,Wexford County Council,Lorraine,Kennedy,Y34HX56,52.2457011,-6.9201274,51389363,stjamesns@eircom.net,primary
19529C,SCOIL MHUIRE,Maigh Cuilinn,Co. na Gaillimhe,NULL,NULL,Galway,Galway County Council,Terry,Kavanagh,H91HF10,53.339705,-9.1762813,91555454,moycullencentralschool@gmail.com,primary
19533Q,S N MUIRE AGUS IOSEF,Verbena Ave,Bayside,Sutton,Dublin 13,Dublin,Fingal County Council,Janet,Lynch,D13EK83,53.3891476,-6.1466574,18393682,baysidesns@gmail.com,primary
19534S,BALLYBAY NATIONAL SCHOOL,Kiltoom,Athlone,Co Roscommon,NULL,Roscommon,Roscommon County Council,Arthur,Geraghty,N37RC82,53.4646012,-8.0077001,906489220,ballybayoffice@gmail.com,primary
19535U,BRACKENSTOWN SENIOR N S,Brackenstown Road,Swords,Co. Dublin,NULL,Dublin,Fingal County Council,Loreto,Desmond,K67CH99,53.4587988,-6.2355043,18403488,stcronanssns@eircom.net,primary
19536W,HOLY FAMILY,Balloonagh,Tralee,Co. Kerry,NULL,Kerry,Kerry County Council,Ed,O'Brien,V92R239,52.2712878,-9.712518,667124161,info@hfstralee.com,primary
19537B,ST ATTRACTAS JUNIOR N S,Meadowbrook,Dundrum,Dublin 16,NULL,Dublin,Dun Laoghaire Rathdown,Thomas,Neary,D16P891,53.2809355,-6.2563495,12984352,stattractasjns@gmail.com,primary
19538D,ST KEVINS JUNIOR N S,Newbrook Avenue,Donaghmede,Dublin 13,NULL,Dublin,Dublin City Council,Orlagh,Leonard,D13DK88,53.3965746,-6.1579867,18475969,stkevinsjns@gmail.com,primary
19540N,CLOGHEEN CENTRAL N S,CLOGHEEN,CO TIPPERARY,NULL,NULL,Tipperary,Tipperary (Sr) County Council,ANTHONY,HALLAHAN,E21F651,52.270425,-7.990154,527465370,clogheenschool@hotmail.com,primary
19541P,BELGARD HEIGHTS N S,Cookstown Road,Tallaght,Dublin 24,NULL,Dublin,South Dublin County Council,Eddie,Kelly,D24C621,53.2976648,-6.3858723,14517134,solaschriost@gmail.com,primary
19542R,ST THOMAS JUNIOR NATIONAL SCHOOL,Newcastle Road,Lucan,Co. Dublin,NULL,Dublin,South Dublin County Council,Michael,Maher,K78PF57,53.3492409,-6.4487082,16282691,stns.ias@eircom.net,primary
19543T,SCOIL N AN CROI RO NAOFA,Killinarden,Tallaght,Dublin 24,NULL,Dublin,South Dublin County Council,Gerry,Diver,D24K528,53.2773716,-6.3818283,14524811,secretary@sacredheartsns.net,primary
19544V,KILCHREEST CENTRAL SCH,Lackabaun,Kilchreest,Loughrea,Co. Galway,Galway,Galway County Council,Francis,O'Connor,H62N766,53.1744578,-8.6484392,91840112,kilchreestns1@gmail.com,primary
19545A,CORDUFF N S,Blackcourt Road,Corduff,Blanchardstown,Dublin 15,Dublin,Fingal County Council,Áine,Kirwan,D15KD21,53.3987251,-6.3764187,18211546,stpatricksj.ias@eircom.net,primary
19546C,ST OLIVER PLUNKETT N S,St Helena's Drive,Finglas,Dublin 11,NULL,Dublin,Dublin City Council,Aoife,Kavanagh,D11XA46,53.3817677,-6.2998267,18344678,info@stoliverplunkettsfinglas.ie,primary
19549I,ST FINTANS NS,Carrickbrack Road,Sutton,Dublin 13,NULL,Dublin,Fingal County Council,Ciarán,Caulfield,D13X528,53.3805458,-6.0953722,18391067,info@stfintansns.ie,primary
