,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,County,Local Authority,Eircode,Principal Name,Email,Phone,DEIS (Y/N),Gaeltacht Area Location (Y/N),Island Location (Y/N),Fee Paying School (Y/N),Pupil Attendance Type,School Gender - Post Primary,Irish Classification - Post Primary,Post Primary School Type,Ethos/Religion,FEMALE,MALE,TOTAL (2019-20),School,Unnamed: 0,FullAddress,Latitude,Longitude
452,70901K,St Anne's Community College,Killaloe,Co Clare,,,Clare,Clare County Council,V94HP60,Ms Aideen Walsh,noreen.buckley@lcetb.ie,061376257,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,INTER DENOMINATIONAL,289.0,268.0,557,"St Anne's Community College, Killaloe, Co Clare",452,"Clarisford, Shantraud, Killaloe, Co. Clare, Ireland",52.80307269999999,-8.4402273
453,70910L,"St. Brogan's College, Bandon",Kilbrogan,Bandon,Co Cork,,Cork,Cork County Council,P72X259,Ms Helen Cadogan,admin@sbc.ie,0238841120,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,220.0,382.0,602,"St. Brogan's College, Bandon, Kilbrogan, Bandon",453,"St Brogan's College, Kilbrogan, Bandon, Co. Cork, Ireland",51.7565561,-8.7422537
454,70920O,Colaiste Ghobnatan,Baile Mhic Ire,Machromtha,Co Chorcaí,,Cork,Cork County Council,P12X239,Toirdealbhach Ó Lionáird,oifig@colaisteghobnatan.ie,02645058,N,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,INTER DENOMINATIONAL,105.0,125.0,230,"Colaiste Ghobnatan, Baile Mhic Ire, Machromtha",454,"Flats, Ballymakeery, Co. Cork, P12 X239, Ireland",51.9392118,-9.1558049
455,70931T,Scoil Mhuire,Béal Atha'n Ghaorthaidh,Co Chorcaí,,,Cork,Cork County Council,P12YP62,Mr Sean Óg Ó Duinnín,oifig@scoilmhuirebg.ie,02647050,N,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,46.0,52.0,98,"Scoil Mhuire, Béal Atha'n Ghaorthaidh, Co Chorcaí",455,"Illauninagh West, Ballingeary, Co. Cork, P12 YP62, Ireland",51.8479875,-9.235342000000001
456,70950A,Clonakilty Community College,Clonakilty,Co Cork,,,Cork,Cork County Council,P85E099,Anne Dunne,office@clonakiltycc.ie,0238833877,N,N,N,N,Day,Mixed,Some pupils taught all subjects through Irish,Vocational,INTER DENOMINATIONAL,33.0,564.0,597,"Clonakilty Community College, Clonakilty, Co Cork",456,"Scartagh, Clonakilty, Co. Cork, P85 E099, Ireland",51.62481080000001,-8.887062199999999
457,70960D,Coachford College,Coachford,Co Cork,,,Cork,Cork County Council,P12DY92,Patrick O'Connor,coachfordcollege@eircom.net,0217334113,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,INTER DENOMINATIONAL,363.0,407.0,770,"Coachford College, Coachford, Co Cork",457,"Glebe, Coachford, Co. Cork, Ireland",51.9121113,-8.793301699999999
458,70970G,Carrignafoy Community College,Carrignafoy,Cobh,Co. Cork,,Cork,Cork County Council,P24WR29,Frank Donovan,cobhcc@corketb.ie,0214811325,Y,N,N,N,Day,Mixed,Some pupils taught some subjects through Irish,Vocational,MULTI DENOMINATIONAL,134.0,187.0,321,"Carrignafoy Community College, Carrignafoy, Cobh",458,"Carrignafoy, Cobh, Co. Cork, P24 WR29, Ireland",51.8552312,-8.2861028
459,70990M,Coláiste an Chraoibhin,Duntaheen Road,Fermoy,Co Cork,,Cork,Cork County Council,P61VX78,Christy Healy,christy.healy@colchraoibhin.ie,02531633,Y,N,N,N,Day,Mixed,Some pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,372.0,490.0,862,"Coláiste an Chraoibhin, Duntaheen Road, Fermoy",459,"Coláiste an Chraoibhin, Duntaheen Rd, Duntahane, Fermoy, Co. Cork, Ireland",52.13523319999999,-8.2855797
460,71000A,Colaiste Treasa,Kanturk,Co Cork,,,Cork,Cork County Council,P51A521,John Murphy (Acting),colaiste.treasa@corketb.ie,02950062,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,287.0,262.0,549,"Colaiste Treasa, Kanturk, Co Cork",460,"Greenane Street Upper, Bluepool, Co. Cork, Ireland",52.1779891,-8.9009388
461,71020G,Davis College,Summerhill,Mallow,Co Cork,,Cork,Cork County Council,P51H589,Stephen Gilbert,admin@daviscollege.ie,02221173,Y,N,N,N,Day,Mixed,Some pupils taught some subjects through Irish,Vocational,MULTI DENOMINATIONAL,356.0,466.0,822,"Davis College, Summerhill, Mallow",461,.,.,.
462,71030J,McEgan College,Macroom,Co Cork,,,Cork,Cork County Council,P12E291,Ms Patricia Lynam,info.office@mcegan.ie,02641076,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,83.0,98.0,181,"McEgan College, Macroom, Co Cork",462,"Macroom, Maghereen, Macroom, Co. Cork, Ireland",51.9049181,-8.9615551
463,71040M,Coláiste Fionnchua,Mitchelstown,Mallow,Co.Cork,,Cork,Cork County Council,P67AK37,Edward Cronin,info@stfanahans.ie,02524314,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,148.0,127.0,275,"Coláiste Fionnchua, Mitchelstown, Mallow",463,"Brigown, Mitchelstown, Co. Cork, Ireland",52.2652171,-8.2623316
464,71050P,St Colman's Community College,Youghal Road,Midleton,Co Cork,,Cork,Cork County Council,P25W658,Karen Casey,kcasey@colmans.ie,0214631696,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,283.0,492.0,775,"St Colman's Community College, Youghal Road, Midleton",464,"Youghal Rd, Park South, Midleton, Co. Cork, Ireland",51.910309,-8.167486000000002
465,71101G,St Aidan's Community College,Dublin Hill,Cork,,,Cork,Cork City Council,T23YE02,Mrs Sheila Curley,office@staidanscork.ie,0214309598,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,INTER DENOMINATIONAL,169.0,231.0,400,"St Aidan's Community College, Dublin Hill, Cork",465,"Dublin Hill, Cork, Co. Cork, T23 YE02, Ireland",51.92084500000001,-8.4626465
466,71102I,Schull Community College,Colla Road,Schull,,,Cork,Cork County Council,P81RH21,Brendan Drinan,office@schullcommunitycollege.com,02828315,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,INTER DENOMINATIONAL,184.0,202.0,386,"Schull Community College, Colla Road, Schull",466,"Colla Road, Skull, Schull, Co. Cork, Ireland",51.5224824,-9.546703899999999
467,71103K,Coláiste Choilm,Ballincollig,Co. Cork,,,Cork,Cork County Council,P31NY77,Ms Michelle Sliney,office@colaistechoilm.ie,0214873308,N,N,N,N,Day,Mixed,Some pupils taught all subjects through Irish,Vocational,INTER DENOMINATIONAL,676.0,685.0,1361,"Coláiste Choilm, Ballincollig, Co. Cork",467,"Ballincollig, Carrigrohane, Ballincollig, Co. Cork, Ireland",51.8897506,-8.580173
468,71110H,Nagle Community College,Mahon,Blackrock,Cork,,Cork,Cork City Council,T12WT21,Mr Jim Sullivan,office@naglecc.ie,0214358633,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,INTER DENOMINATIONAL,74.0,122.0,196,"Nagle Community College, Mahon, Blackrock",468,"Nagle Community College, Ave de Rennes, Mahon, Cork, T12 WT21, Ireland",51.89136269999999,-8.4027383
469,71120K,Cork College Of Commerce,Morrison's Island,Cork,,,Cork,Cork City Council,T12H685,Ms Helen Ryan,afanning@ccoc.ie,0214222100,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,INTER DENOMINATIONAL,31.0,40.0,71,"Cork College Of Commerce, Morrison's Island, Cork",469,"Morrison's Quay, Centre, Cork, Ireland",51.89564319999999,-8.4694212
470,71123Q,Terence Mac Swiney Community College,Hollyhill,Knocknaheeny,Cork,,Cork,Cork City Council,T23DY01,Phil O Flynn,tmscc@tms.corketb.ie,0214397740,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,INTER DENOMINATIONAL,76.0,91.0,167,"Terence Mac Swiney Community College, Hollyhill, Knocknaheeny",470,"Harbour View Rd, Knocknaheeney, Cork, Ireland",51.9046339,-8.503776
471,71124S,Coláiste Daibhéid,Teach Buckingham,Sráid Mhuilinn na Sábhadóireachta,Corcaigh,,Cork,Cork City Council,T12VP03,Tadhg O Laighin,oifig@colaistedaibheid.ie,0214917733,N,N,N,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,108.0,101.0,209,"Coláiste Daibhéid, Teach Buckingham, Sráid Mhuilinn na Sábhadóireachta",471,"Sawmill St, Ballintemple, Cork, Co. Cork, T12 VP03, Ireland",51.8937418,-8.4668286
472,71140Q,Crana College,Crana Road,Buncrana,Co. Donegal,,Donegal,Donegal County Council,F93D568,Mr Kevin Cooley,cranacollege@donegaletb.ie,0749361113,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,253.0,297.0,550,"Crana College, Crana Road, Buncrana",472,"Crana Rd, Ardaravan, Inishowen, Co. Donegal, Ireland",55.1350212,-7.4589171
473,71150T,Coláiste na Carraige,Carrick,Co. Donegal,,,Donegal,Donegal County Council,F94AE20,Mr Sean Mac Suibhne,cnc@donegaletb.ie,0749739071,N,Y,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,103.0,111.0,214,"Coláiste na Carraige, Carrick, Co. Donegal",473,"Carrick, Roxborough Glebe, Carrick, Co. Donegal, Ireland",54.6555012,-8.632718299999999
474,71180F,Abbey Vocational School,The Glebe,Donegal Town,Co.Donegal,,Donegal,Donegal County Council,F94A409,Geraldine Diver,geraldinediver@donegaletb.ie,0749721105,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,431.0,480.0,911,"Abbey Vocational School, The Glebe, Donegal Town",474,"Glebe, Co. Donegal, Ireland",54.64865899999999,-8.112553
475,71200I,Errigal College,Windyhall,Letterkenny,Co Donegal,,Donegal,Donegal County Council,F92FC82,Mr. Charles Cannon - Acting,errigalprincipal@donegaletb.ie,0749121047,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,115.0,147.0,262,"Errigal College, Windyhall, Letterkenny",475,"Windyhall, Letterkenny, Co. Donegal, F92 FC82, Ireland",54.9634831,-7.733002599999999
476,71220O,Mulroy College,Milford,Letterkenny,Co Donegal,,Donegal,Donegal County Council,F92FX36,Ms Fiona Temple,mulroycollege@donegaletb.ie,0749153346,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,221.0,306.0,527,"Mulroy College, Milford, Letterkenny",476,"Rossgarrow, Milford, Co. Donegal, F92 FX36, Ireland",55.0926904,-7.7042511
477,71230R,Deele College,Raphoe,Lifford,Co Donegal,,Donegal,Donegal County Council,F93D237,Mr. Joe Boyle,deelecollege@donegaletb.ie,0749145493,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,285.0,318.0,603,"Deele College, Raphoe, Lifford",477,"Lifford Rd, Raphoe Townparks, Lifford, Co. Donegal, Ireland",54.8742429,-7.6034088
478,71240U,Finn Valley College,Drumboe Lower,Stranorlar,Lifford,Co Donegal,Donegal,Donegal County Council,F93F663,Alan Thompson,finnvalleycollege@donegaletb.ie,0749131684,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,116.0,147.0,263,"Finn Valley College, Drumboe Lower, Stranorlar",478,"Drumboe Lower, Greenhills, Stranorlar, Co. Donegal, F93 AE27, Ireland",54.8070477,-7.7748944
479,71241W,St. Catherine's Vocational School,Donegal Road,Killybegs,Co. Donegal,,Donegal,Donegal County Council,F94A004,Cathal Campbell,stcatherines@donegaletb.ie,0749731491,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,178.0,189.0,367,"St. Catherine's Vocational School, Donegal Road, Killybegs",479,"Donegal Rd, Drumbeagh, Killybegs, Co. Donegal, F94 A004, Ireland",54.63944309999999,-8.4373691
480,71242B,Gairm Scoil Chú Uladh,Béal an Átha Móir,An Clochán,Leifear,Co Dhún na nGall,Donegal,Donegal County Council,F93DK03,Fiona Ni Chnáimhsí,gcu@donegaletb.ie,0749546133,Y,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,87.0,83.0,170,"Gairm Scoil Chú Uladh, Béal an Átha Móir, An Clochán",480,"Ballinamore Vocational School, Meenagolan, Cloghan, Co. Donegal, Ireland",54.8658162,-8.044247
481,71244F,Gairmscoil Mhic Diarmada,An Leadhbgarbh,Árainn Mhór,Co Dhún na nGall,,Donegal,Donegal County Council,F92YP83,Mary Doherty,gsmhicd@donegaletb.ie,0749520747,Y,Y,Y,N,Day,Mixed,Some pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,40.0,42.0,82,"Gairmscoil Mhic Diarmada, An Leadhbgarbh, Árainn Mhór",481,"Fallagowan, Arranmore, Co. Donegal, Ireland",54.98528719999999,-8.4930261
482,71250A,Colaiste Cholmcille,Indreabhán,Co na Gaillimhe,,,Galway,Galway County Council,H91YH30,Peadar Ó Sé,ccc@gretb.ie,091593119,Y,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,52.0,62.0,114,"Colaiste Cholmcille, Indreabhán, Co na Gaillimhe",482,"Aille, Inverin, Co. Galway, Ireland",53.2446698,-9.3904651
483,71270G,Clárin College,"Caheroyn Road,",Athenry,Co Galway,,Galway,Galway County Council,H65AF34,Mr. Tomas O Flatharta (Acting),admin.clarincollege@gretb.ie,091844159,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,246.0,277.0,523,"Clárin College, Caheroyn Road,, Athenry",483,"Newford, Athenry, Co. Galway, H65 KC65, Ireland",53.29328539999999,-8.754201799999999
484,71280J,St Brigids College,"St. Brigid's College,",Loughrea,Co. Galway,,Galway,Galway County Council,H62XF63,Mr Sean Connolly,stbrigids@gretb.ie,091841919,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,290.0,332.0,622,"St Brigids College, St. Brigid's College,, Loughrea",484,"Mt Pleasant, Baunoge, Loughrea, Co. Galway, Ireland",53.1952867,-8.55951
485,71290M,Coláiste an Chreagáin,Mountbellew,Ballinasloe,Co Galway,,Galway,Galway County Council,H53XT54,Ms Ann-Marie Carroll,annmarie.carroll@gretb.ie,0909679231,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,15.0,64.0,79,"Coláiste an Chreagáin, Mountbellew, Ballinasloe",485,"Mountbellew, Bovinion, Ballinasloe, Co. Galway, Ireland",53.460975,-8.4838472
486,71300M,COLÁISTE NAOMH ÉINNE,Cill Rónain,Inis Mór,Oileain Árann,Co na Gaillimhe,Galway,Galway County Council,H91K5K8,Mícheál ó Cúláin,priomhoide.gseinne@gretb.ie,09961184,N,Y,Y,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,25.0,30.0,55,"COLÁISTE NAOMH ÉINNE, Cill Rónain, Inis Mór",486,"Cottage Rd, Oghil, Kilronan, Co. Galway, Ireland",53.12581849999999,-9.672385199999999
487,71310P,St Killian's College (Coláiste Chilleáin Naofa),New Inn,Ballinasloe,Co Galway,,Galway,Galway County Council,H53KW93,Pádraig Kelly,padraic.oceallaigh@gretb.ie,0909675811,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,70.0,95.0,165,"St Killian's College (Coláiste Chilleáin Naofa), New Inn, Ballinasloe",487,"R348, Knockbrack, Co. Galway, Ireland",53.3009438,-8.488189499999999
488,71320S,Coláiste Naomh Feichín,Corr na Mona,Co na Gaillimhe,,,Galway,Galway County Council,F12YV84,Gearoidin Ni Chonghaile,eolas.feichin@gretb.ie,0949548006,N,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,37.0,41.0,78,"Coláiste Naomh Feichín, Corr na Mona, Co na Gaillimhe",488,"Cornamona, Co. Galway, Ireland",53.5133372,-9.451209
489,71330V,Coláiste na Coiribe,Bothar Bhaile na mBúrcach,Cnoc na Cathrach,Gaillimh,,Galway,Galway City Council,H91Y8C2,Stiofán Ó Cualáin - Acting,eolas@colaistenacoiribe.ie,091592000,N,N,N,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,280.0,318.0,598,"Coláiste na Coiribe, Bothar Bhaile na mBúrcach, Cnoc na Cathrach",489,"Knocknacarra, Ballymoneen Rd, Ballyburke, Galway, H91 RC97, Ireland",53.26951589999999,-9.1236778
490,71370K,Coláiste Ghobnait,Inis Oírr,Oileáin Árann,Co.na.Gaillimhe,,Galway,Galway County Council,H91V215,Brid Ni Dhonnacha,brid.nidhonncha@gretb.ie,09975016,N,Y,Y,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,14.0,10.0,24,"Coláiste Ghobnait, Inis Oírr, Oileáin Árann",490,"Inisheer, Co. Galway, Ireland",53.063474,-9.522560499999999
491,71380N,Gairmscoil na bPiarsach,Ros Muc,Co na Gaillimhe,,,Galway,Galway County Council,H91R838,Peadar Ó Loideain,piarsach@gretb.ie,091574100,Y,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Vocational,MULTI DENOMINATIONAL,30.0,35.0,65,"Gairmscoil na bPiarsach, Ros Muc, Co na Gaillimhe",491,"An Gort Mór, Rosmuck, Co. Condae na Gaillimhe, Ireland",53.3870817,-9.6107108
492,71390Q,Archbishop McHale College,"Dublin Road, Tuam",Tuam,Co Galway,Galway,Galway,Galway County Council,H54KC66,Eileen Delaney,ann.donnellan-daly@gretb.ie,09324237,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,49.0,198.0,247,"Archbishop McHale College, Dublin Road, Tuam, Tuam",492,"Dublin Rd, Parkmore, Tuam, Co. Galway, Ireland",53.5105127,-8.8454473
493,71400Q,Galway Community College,Moneenageisha,Wellpark,Galway,,Galway,Galway City Council,H91K642,Mr Brian Melia,brian.melia@gretb.ie,091755464,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,INTER DENOMINATIONAL,121.0,144.0,265,"Galway Community College, Moneenageisha, Wellpark",493,"Wellpark, Galway, H91 K642, Ireland",53.2829121,-9.0326741
494,71410T,Athlone Community College,Retreat Road,Athlone,Co Westmeath,,Westmeath,Westmeath County Council,N37Y985,Mrs Eileen Donohoe,info.acc@lwetb.ie,0906472625,N,N,N,N,Day,Mixed,Some pupils taught some subjects through Irish,Vocational,MULTI DENOMINATIONAL,546.0,634.0,1180,"Athlone Community College, Retreat Road, Athlone",494,"Retreat Rd, Retreat, Athlone, Co. Westmeath, N37 Y985, Ireland",53.4246831,-7.9211828
495,71420W,Castlepollard Community College,Castlepollard,Mullingar,Co Westmeath,,Westmeath,Westmeath County Council,N91EF89,Ms Mary Coyle,admin.ccc@lwetb.ie,0449661163,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,121.0,155.0,276,"Castlepollard Community College, Castlepollard, Mullingar",495,"Castlepollard, Kinturk Demesne, Castlepollard, Co. Westmeath, Ireland",53.6748789,-7.3050636
496,71430C,Columba College,Killucan,Co Westmeath,,,Westmeath,Westmeath County Council,N91ET78,Mr Dermot Brady,admin.cck@lwetb.ie,0449374107,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,118.0,126.0,244,"Columba College, Killucan, Co Westmeath",496,"Columba College, Killucan, Co. Westmeath, Ireland",53.5165218,-7.1400535
497,71450I,Mullingar Community College,Millmount Road,Mullingar,Co. Westmeath,,Westmeath,Westmeath County Council,N91TC59,Padraic O'Dowd,admin.mcc@lwetb.ie,0449340786,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,119.0,182.0,301,"Mullingar Community College, Millmount Road, Mullingar",497,"Millmount Rd, Bellview, Mullingar, Co. Westmeath, Ireland",53.52445,-7.334517199999999
498,71470O,Clonaslee College,Clonaslee,Co. Laois,,,Laois,Laois County Council,R32R972,Suzanne McMahon,info@clonasleecollege.ie,0578648044,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,117.0,126.0,243,"Clonaslee College, Clonaslee, Co. Laois",498,"Corbally, Co. Laois, Ireland",53.1455966,-7.5139869
499,71510A,Portlaoise College,Mountrath Road,Portlaoise,Co. Laois,,Laois,Laois County Council,R32N795,Mr Noel Daly,info@portlaoisecollege.ie,0578621480,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,248.0,326.0,574,"Portlaoise College, Mountrath Road, Portlaoise",499,"Mountrath Rd, Clonroosk Little, Portlaoise, Co. Laois, R32 N795, Ireland",53.03569479999999,-7.3137246
500,71520D,St Fergal's College,Rathdowney,Co Laois,,,Laois,Laois County Council,R32ED72,Dominic McEvoy,admin@stfc.ie,050546357,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,122.0,179.0,301,"St Fergal's College, Rathdowney, Co Laois",500,"Saint Fergal's College, Church St, Rathdowney, Co. Laois, Ireland",52.854399,-7.577092500000001
501,71540J,Carrigallen Vocational School,Carrigallen,Co. Leitrim,,,Leitrim,Leitrim County Council,H12TD72,Declan Conboy,VeronicaEdwards@msletb.ie,0494339640,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,154.0,196.0,350,"Carrigallen Vocational School, Carrigallen, Co. Leitrim",501,"Carrigallen, Clooncorick, Carrigallen, Co. Leitrim, Ireland",53.9795381,-7.647757999999999
502,71560P,Lough Allen College,Drumkeerin,County Leitrim,,,Leitrim,Leitrim County Council,N41XT98,Fiona Kuehl,fionakuehl@msletb.ie,0719648017,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,72.0,94.0,166,"Lough Allen College, Drumkeerin, County Leitrim",502,"Lugmeen, Drumkeeran, Co. Leitrim, Ireland",54.1692834,-8.137009899999999
503,71570S,Drumshanbo Vocational School,Drumshanbo Vocational School,Drumshanbo,Co. Leitrim,,Leitrim,Leitrim County Council,N41D623,Mr. Martin Fallon,info@dvs.ie,0719641085,N,N,N,N,Day,Mixed,No subjects taught through Irish,Vocational,MULTI DENOMINATIONAL,140.0,148.0,288,"Drumshanbo Vocational School, Drumshanbo Vocational School, Drumshanbo",503,"Drumshanbo Vocational School, Carricknabrack, Drumshanbo, Co. Leitrim, Ireland",54.04853379999999,-8.046401399999999
