,Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Local Authority Description,Phone No.,Principal Name,Email,Eircode,Gaeltacht Indicator (Y/N),DEIS (Y/N),Island (Y/N),Irish Classification Description,Ethos Description,Female,Male,Total,School,FullAddress,Latitude,Longitude
1549,17682A,S N COLM NAOFA,COGGALE,WESTPORT,CO MAYO,,Mayo,Mayo County Council,9826109,PADRAIG O RUAIN,cogaulawestport.ias@eircom.net,F28RR68,N,N,N,No subjects through Irish,Catholic,19.0,14.0,33,"S N COLM NAOFA, COGGALE, WESTPORT","Westport, Co. Mayo, Ireland",53.80213070000001,-9.514346699999999
1550,17683C,MUIRE OG 2 LORETO CON,Crumlin Road,Dublin 12,,,Dublin,Dublin City Council,14541746,Denise Griffin,principal@loretojunior.ie,D12P602,N,Y,N,No subjects through Irish,Catholic,123.0,95.0,218,"MUIRE OG 2 LORETO CON, Crumlin Road, Dublin 12","256-244 R110, Drimnagh, Dublin, Co. Dublin, Ireland",53.32792,-6.3077134
1551,17686I,SCOIL MHUIRE BNS,Castleblayney,Co. Monaghan,,,Monaghan,Monaghan County Council,429740246,Eamonn McEneaney,blbns2@gmail.com,A75PC94,N,Y,N,No subjects through Irish,Catholic,,170.0,170,"SCOIL MHUIRE BNS, Castleblayney, Co. Monaghan","Saint Mary's Boys National School, Dublin Rd, Onomy, Castleblayney, Co. Monaghan, Ireland",54.1154962,-6.7341297
1552,17689O,S N TIR AN FHIAIDH,Tír an Fhia,"Leitir Móir,",Co. Na Gaillimhe,,Galway,Galway County Council,91551415,CAITRIONA NI CHONCHUBHAIR,scoilthiranfhia@gmail.com,H91YF90,Y,Y,N,All subjects through Irish,Catholic,45.0,34.0,79,"S N TIR AN FHIAIDH, Tír an Fhia, Leitir Móir,","Teeranea, Rinn, Co. Galway, Ireland",53.2518969,-9.6658365
1553,17694H,S N CHLUAININ,Cloneen,Fethard,Co. Tipperary,,Tipperary,Tipperary (Sr) County Council,526131887,Helen Kiersey,office@cloneenns.ie,E91D838,N,N,N,No subjects through Irish,Catholic,52.0,44.0,96,"S N CHLUAININ, Cloneen, Fethard","Moneypark, Fethard, Co. Tipperary, Ireland",52.4659436,-7.6927334
1554,17695J,S N MOLAISE,Spink,Abbeyleix,Co. Laois,,Laois,Laois County Council,578731770,David Finnegan,knockns.sec@gmail.com,R32PT62,N,N,N,No subjects through Irish,Catholic,35.0,29.0,64,"S N MOLAISE, Spink, Abbeyleix","Knocknamoe, Abbeyleix, Co. Laois, Ireland",52.9152801,-7.347892300000001
1555,17703F,S N ARD CROINE,Ardcroney,Nenagh,Co. Tipperary,,Tipperary,Tipperary (Nr) County Council,6738269,Martin Ryan,ardcroney@eircom.net,E45VH01,N,N,N,No subjects through Irish,Catholic,93.0,76.0,169,"S N ARD CROINE, Ardcroney, Nenagh","Ardcroney House, Ardcrony, Nenagh, Co. Tipperary, Ireland",52.9354869,-8.15723
1556,17704H,Scoil Fhionáin,Baile Chonaill,An Fál Carrach,Co. Dhún na nGall,,Donegal,Donegal County Council,749135122,Caitríona 'Uí Cheallaigh,scoilfhionain.anfalcarrach@gmail.com,F92FW44,Y,Y,N,All subjects through Irish,Catholic,65.0,105.0,170,"Scoil Fhionáin, Baile Chonaill, An Fál Carrach","Ballyconnell, Falcarragh, Co. Donegal, Ireland",55.1384501,-8.0962427
1557,17705J,S N CROS BAN,Whitecross,Julianstown,Co. Meath,,Meath,Meath County Council,419829229,Patrick Doran,whitecrossns@gmail.com,A92W291,N,N,N,No subjects through Irish,Catholic,206.0,206.0,412,"S N CROS BAN, Whitecross, Julianstown","Whitecross, Julianstown, Co. Meath, Ireland",53.668188,-6.277914099999999
1558,17706L,S N AN MHAOILINN,Meelin,Newmarket,Co. Cork,,Cork,Cork County Council,2968103,Celine Doody,office@meelinns.org,P51FH27,N,N,N,No subjects through Irish,Catholic,31.0,24.0,55,"S N AN MHAOILINN, Meelin, Newmarket","Clashroe, Meelin, Co. Cork, Ireland",52.2650393,-9.032334299999999
1559,17707N,S N RATH AN IUBHAIR,Rathnure,Enniscorthy,Co. Wexford,,Wexford,Wexford County Council,539255161,Taragh Byrne,secretary@rathnurens.ie,Y21V228,N,Y,N,No subjects through Irish,Catholic,104.0,91.0,195,"S N RATH AN IUBHAIR, Rathnure, Enniscorthy","Enniscorthy, Co. Wexford, Ireland",52.5068183,-6.581974600000001
1560,17708P,SC CIARAIN,Twyford,Baylin,Athlone,Co. Westmeath,Westmeath,Westmeath County Council,906485257,Padraig Canty,baylinnsinfo@eircom.net,N37AH98,N,N,N,No subjects through Irish,Catholic,98.0,89.0,187,"SC CIARAIN, Twyford, Baylin",.,.,.
1561,17709R,S N NAOMH MHUIRE,Drumboylan,Leitrim P.O.,Carrick-on-Shannon,Co. Roscommon,Roscommon,Roscommon County Council,719621724,Anne Murray,drumboylanns@gmail.com,N41X677,N,N,N,No subjects through Irish,Catholic,12.0,7.0,19,"S N NAOMH MHUIRE, Drumboylan, Leitrim P.O.","Drumboylan, Glenville, Co. Roscommon, Ireland",54.0105126,-8.09688
1562,17710C,S N AN CHUILLEANAIG,Beaufort,Killarney,Co. Kerry,,Kerry,Kerry County Council,646644788,Leona Twiss Uí Bhriain,cullinaschool@yahoo.com,V93RC81,N,N,N,No subjects through Irish,Catholic,72.0,90.0,162,"S N AN CHUILLEANAIG, Beaufort, Killarney","Killarney, Co. Kerry, Ireland",52.05993530000001,-9.5044265
1563,17712G,S N CHIARDA NAOFA,Kilkeary,Nenagh,Co. Tipperary,,Tipperary,Tipperary (Nr) County Council,6734599,Kieran Grace,kilkearyns@gmail.com,E45T922,N,N,N,No subjects through Irish,Catholic,28.0,34.0,62,"S N CHIARDA NAOFA, Kilkeary, Nenagh","National School, Kilkeary, Nenagh, Co. Tipperary, Ireland",52.8324467,-8.112344199999999
1564,17714K,S N CILL CAE,Castledermot,Athy,Co. Kildare,,Kildare,Kildare County Council,599145289,Eoin Pluincéid,secretary@kilkeans.com,R14KC97,N,N,N,No subjects through Irish,Catholic,22.0,31.0,53,"S N CILL CAE, Castledermot, Athy","Athy, Co. Kildare, Ireland",52.9918336,-6.985728099999999
1565,17715M,S N RATH A BHARRAIGH,CLONAKILTY,CO CORK,,,Cork,Cork County Council,238840651,Marjorie Walsh,rathbarryns.ias@eircom.net,P85E542,N,N,N,No subjects through Irish,Catholic,19.0,24.0,43,"S N RATH A BHARRAIGH, CLONAKILTY, CO CORK","Clonakilty, Co. Cork, Ireland",51.6203379,-8.905510399999999
1566,17716O,ST RIAGHANS NS,DRIMNACROSH,GLENTIES,CO DONEGAL,,Donegal,Donegal County Council,749551591,MS ANGELA GRIFFIN,striaghans@gmail.com,F94NH95,N,Y,N,No subjects through Irish,Catholic,11.0,11.0,22,"ST RIAGHANS NS, DRIMNACROSH, GLENTIES","Main Street,Glenties, Drumnasillagh, Co. Donegal, Ireland",54.7970913,-8.2827773
1567,17720F,SCOIL NAOMH CAOIMHGHIN,Rathdown Road,Greystones,Co. Wicklow,,Wicklow,Wicklow County Council,12876660,Corrina Bailey,office@stkevins.ie,A63AD73,N,N,N,No subjects through Irish,Catholic,233.0,274.0,507,"SCOIL NAOMH CAOIMHGHIN, Rathdown Road, Greystones","Rathdown Rd, Rathdown Lower, Greystones, Co. Wicklow, Ireland",53.1490594,-6.0776772
1568,17721H,SCOIL TREASA NAOFA,Drumcarbit,Malin,Co. Donegal,,Donegal,Donegal County Council,749370617,Mary McGonagle,treasanaofamalin@gmail.com,F93KP89,N,Y,N,No subjects through Irish,Catholic,47.0,51.0,98,"SCOIL TREASA NAOFA, Drumcarbit, Malin","Scoil Treasa Naofa, Drumcarbit, Malin, Co. Donegal, Ireland",55.2985628,-7.254068500000001
1569,17725P,S N BHRIDE,Carn,Moneygold,Co. Sligo,,Sligo,Sligo County Council,719173081,June McCormack,scoilbridecarns@yahoo.com,F91N528,N,N,N,No subjects through Irish,Catholic,18.0,15.0,33,"S N BHRIDE, Carn, Moneygold",.,.,.
1570,17726R,S N TULACH ALUINN,Tullyallen,Co. Louth,,,Louth,Louth County Council,419833478,Anne Nolan Marry,tullyns.ias@gmail.com,A92AE81,N,N,N,No subjects through Irish,Catholic,247.0,250.0,497,"S N TULACH ALUINN, Tullyallen, Co. Louth","Hill of Rath, Co. Louth, Ireland",53.736891,-6.424456699999999
1571,17727T,SN CROI MUIRE,Belmullet,Co. Mayo,,,Mayo,Mayo County Council,9782045,Carol Gaughan Lennon,belmulletsnrns@gmail.com,F26H285,Y,Y,N,All subjects through Irish,Catholic,54.0,66.0,120,"SN CROI MUIRE, Belmullet, Co. Mayo","Belmullet, Co. Mayo, Ireland",54.2238996,-9.9876028
1572,17728V,S N TALAMH NA COILLE,Rough Park,Letterkenny,Co. Donegal,,Donegal,Donegal County Council,749124498,Patricia Slevin,woodlandnationalschool@gmail.com,F92FF84,N,N,N,No subjects through Irish,Catholic,207.0,270.0,477,"S N TALAMH NA COILLE, Rough Park, Letterkenny","Rough Park, Camblestown, Letterkenny, Co. Donegal, Ireland",54.97888200000001,-7.676257000000001
1573,17729A,SCOIL NAOMH PROINNSEAS,Magherabeg,Manorcunningham,Co. Donegal,,Donegal,Donegal County Council,749157400,Brídín Farren,magherabegns@gmail.com,F92PK26,N,Y,N,No subjects through Irish,Catholic,61.0,66.0,127,"SCOIL NAOMH PROINNSEAS, Magherabeg, Manorcunningham","Maghera Beg, Manorcunningham, Co. Donegal, Ireland",54.9695317,-7.612151900000001
1574,17730I,S N NA LANAI GLASA,Seafield Avenue,Clontarf,Dublin 3,,Dublin,Dublin City Council,18331554,Cathy Atkin,cathy.harry@greenlanes.ie,D03A024,N,N,N,No subjects through Irish,Church Of Ireland,148.0,132.0,280,"S N NA LANAI GLASA, Seafield Avenue, Clontarf","Seafield Ave, Clontarf, Co. Dublin, Ireland",53.36541459999999,-6.1894696
1575,17731K,S N IOSEF NAOFA,Templemore,Co. Tipperary,,,Tipperary,Tipperary (Nr) County Council,50431141,Elaine Foley,principal@stjosephstemplemore.ie,E41W132,N,Y,N,No subjects through Irish,Catholic,153.0,49.0,202,"S N IOSEF NAOFA, Templemore, Co. Tipperary","Belleville, Templemore, Co. Tipperary, Ireland",52.794802,-7.839860900000001
1576,17732M,SCOIL CHIARAIN,Collins Avenue East,Killester,Dublin 5,,Dublin,Dublin City Council,18313072,Ciara Nic Airt,cibeag@yahoo.com,D05Y578,N,Y,N,No subjects through Irish,Catholic,,133.0,133,"SCOIL CHIARAIN, Collins Avenue East, Killester","162-, 208 Collins Ave E, Clontarf West, Dublin, Co. Dublin, Ireland",53.37405,-6.214961199999999
1577,17734Q,SCOIL EOIN BAISTE,Galbally,Ballyhogue,Enniscorthy,Co. Wexford,Wexford,Wexford County Council,539247622,Brigid Sinnott,principal.scoileoinbaiste@gmail.com,Y21HN47,N,Y,N,No subjects through Irish,Catholic,16.0,23.0,39,"SCOIL EOIN BAISTE, Galbally, Ballyhogue","Galbally National School, Galbally, Ballyhogue, Co. Wexford, Ireland",52.3985863,-6.6400355
1578,17735S,ST PATRICKS NS,Broomfield,Castleblayney,Co. Monaghan,,Monaghan,Monaghan County Council,429743640,Martin Mc Ginn,office@broomfieldns.com,A75TK84,N,N,N,No subjects through Irish,Catholic,64.0,66.0,130,"ST PATRICKS NS, Broomfield, Castleblayney","Broomfield, Clonavogy, Castleblayney, Co. Monaghan, Ireland",54.0895081,-6.723673799999999
1579,17737W,OUR LADY QUEEN OF PEACE SCHOOL,Janesboro,Limerick,,,Limerick,Limerick City Council,61311285,Michéal Ó Riain,ourladyqueenofpeace@hotmail.com,V94T9C8,N,Y,N,No subjects through Irish,Catholic,173.0,174.0,347,"OUR LADY QUEEN OF PEACE SCHOOL, Janesboro, Limerick","Our Lady Queen of Peace Primary School, O'Donoghue Ave, Janesboro, Limerick, Ireland",52.6489643,-8.622022099999999
1580,17738B,SCOIL TOBAR PADRAIG,Patrickswell,Co. Limerick,,,Limerick,Limerick County Council,61355057,David Bulfin,pwell.ias@eircom.net,V94YF44,N,N,N,No subjects through Irish,Catholic,83.0,67.0,150,"SCOIL TOBAR PADRAIG, Patrickswell, Co. Limerick","Barnakyle, Patrickswell, Co. Limerick, Ireland",52.5982214,-8.7068627
1581,17741N,SCOIL NAIS AITINN BHUI,Beauparc,Navan,Co. Meath,,Meath,Meath County Council,469024434,Noeleen McLoughlin,principal@yellowfurzens.ie,C15X535,N,N,N,No subjects through Irish,Catholic,104.0,124.0,228,"SCOIL NAIS AITINN BHUI, Beauparc, Navan","Seneschalstown, Beauparc, Co. Meath, Ireland",53.6714887,-6.570356899999999
1582,17742P,SCOIL NAIS MHUIRE NAOFA,KILTALE,DUNSANY,CO MEATH,,Meath,Meath County Council,469025619,Eileen O'Reilly,kiltalens@gmail.com,C15XF86,N,N,N,No subjects through Irish,Catholic,59.0,52.0,111,"SCOIL NAIS MHUIRE NAOFA, KILTALE, DUNSANY","Kiltale, Marshalstown, Co. Meath, Ireland",53.5312935,-6.6669133
1583,17743R,NAOMH MUIRE N S,Finea,Mullingar,Co. Westmeath,,Westmeath,Westmeath County Council,436681384,Donna Mullin,fineanationalschool@gmail.com,N91YN53,N,Y,N,No subjects through Irish,Catholic,10.0,8.0,18,"NAOMH MUIRE N S, Finea, Mullingar","Finnea, Co. Westmeath, Ireland",53.7799558,-7.388451399999998
1584,17744T,S N GNIOMH GO LEITH B,RATHMORE,CO KERRY,,,Kerry,Kerry County Council,647756368,MARY GERARDINE SHANAHAN,gneeveguillans.ias@eircom.net,P51X450,N,N,N,No subjects through Irish,Catholic,62.0,59.0,121,"S N GNIOMH GO LEITH B, RATHMORE, CO KERRY","Rath More, Gneevgullia, Co. Kerry, Ireland",52.1190844,-9.2731841
1585,17746A,SCOIL COLMAIN NAOFA,Mucklagh,Tullamore,Co. Offaly,,Offaly,Offaly County Council,579341244,Kathleen Joyce,principal@mucklaghns.ie,R35HR63,N,N,N,No subjects through Irish,Catholic,145.0,162.0,307,"SCOIL COLMAIN NAOFA, Mucklagh, Tullamore","Mucklagh, Co. Offaly, Ireland",53.2530643,-7.541846099999999
1586,17747C,S N NA SRONA,Rathmore,Co. Kerry,,,Kerry,Kerry County Council,647758687,Michelle Murphy,shronens@gmail.com,P51ET85,N,N,N,No subjects through Irish,Catholic,16.0,12.0,28,"S N NA SRONA, Rathmore, Co. Kerry","Shrone Beg, Co. Kerry, Ireland",52.04531540000001,-9.2621596
1587,17748E,S N PADRAIG NAOFA,Dúngar (Frenchpark),An Caisleáin Riabhach,Co. Ros Comáin,,Roscommon,Roscommon County Council,949870337,Olivia Gavigan,frenchparkns.ias@gmail.com,F45FD34,N,Y,N,No subjects through Irish,Catholic,45.0,60.0,105,"S N PADRAIG NAOFA, Dúngar (Frenchpark), An Caisleáin Riabhach","Corskeagh, Frenchpark, Co. Roscommon, Ireland",53.8695107,-8.407428099999999
1588,17753U,S N CHIARAIN NAOFA,Broughall,Kilcormac,Birr,Co. Offaly,Offaly,Offaly County Council,579135072,Helena Cullen,broughallns@gmail.com,R42P766,N,N,N,No subjects through Irish,Catholic,5.0,12.0,17,"S N CHIARAIN NAOFA, Broughall, Kilcormac","Broughal Rd, Broughal, Kilcormac, Co. Offaly, Ireland",53.1905641,-7.773798599999998
1589,17754W,S N NAOMH EOIN B,Station Road,Ballincollig,Co. Cork,,Cork,Cork County Council,214871321,Gobnait Uí Nuanáin,reception@scoileoin.com,P31XW21,N,N,N,No subjects through Irish,Catholic,,460.0,460,"S N NAOMH EOIN B, Station Road, Ballincollig","Ballincollig, Co. Cork, Ireland",51.8863443,-8.5905383
1590,17755B,SCOIL NAOMH MHUIRE C,Ballincollig,Co. Cork,,,Cork,Cork County Council,214870809,Mairéad Ní Mhurchú,scoilmhuireballincollig@gmail.com,P31N265,N,N,N,No subjects through Irish,Catholic,450.0,,450,"SCOIL NAOMH MHUIRE C, Ballincollig, Co. Cork","139 Pine Walk, Ballincollig, Co. Cork, P31 N265, Ireland",51.886554,-8.5929551
1591,17756D,BALLINABRANNA MXD N S,Milford,Co. Carlow,,,Carlow,Carlow County Council,599146253,Sandra Corrigan,ballinabrannans@gmail.com,R93T9N4,N,N,N,No subjects through Irish,Catholic,101.0,94.0,195,"BALLINABRANNA MXD N S, Milford, Co. Carlow","Ballinabranna, Milford, Co. Carlow, R93 T9N4, Ireland",52.7855788,-6.9827055
1592,17758H,SCOIL MHICHIL NAOFA,CROSSPATRICK,CO KILKENNY (VIA THURLES),,,Kilkenny,Kilkenny County Council,568831753,Henry Martin,office@crosspatrickns.com,E41EK57,N,N,N,No subjects through Irish,Catholic,17.0,15.0,32,"SCOIL MHICHIL NAOFA, CROSSPATRICK, CO KILKENNY (VIA THURLES)","Moneynamuck (Stopford), Galmoy, Co. Kilkenny, Ireland",52.7921787,-7.5712127
1593,17759J,S N BRIGHDE,Mionlach,An Caisleán Gearr,Co. na Gaillimhe,,Galway,Galway County Council,91762323,Máire De Brún,scoilbhride2@hotmail.com,H91YD63,Y,N,N,All subjects through Irish,Catholic,83.0,87.0,170,"S N BRIGHDE, Mionlach, An Caisleán Gearr","Menlough, Co. Galway, Ireland",53.421329,-8.574756599999999
1594,17760R,S N BAILE AN LEASA,DUNMORE,TUAM,CO GALWAY,,Galway,Galway County Council,9338002,MARY FLEMING,nsballinlass@eircom.net,H54TP40,N,N,N,No subjects through Irish,Catholic,16.0,10.0,26,"S N BAILE AN LEASA, DUNMORE, TUAM","Tuam, Co. Galway, Ireland",53.5141156,-8.8565177
1595,17761T,S N MHUIRE,Billeragh,Araglin,Co. Cork,,Cork,Cork County Council,5850513,Corinna Ahern,info@araglinns.ie,P61KF82,N,N,N,No subjects through Irish,Catholic,39.0,41.0,80,"S N MHUIRE, Billeragh, Araglin","Gortnaskehy, Araglin, Co. Cork, Ireland",52.20715130000001,-8.1066188
1596,17763A,ROCKCHAPEL N S,Lyraneag,Rockchapel,Co. Cork,,Cork,Cork County Council,2969129,Eibhlin Nic Churtain,office@rockchapelns.ie,P51YX84,N,N,N,No subjects through Irish,Catholic,22.0,14.0,36,"ROCKCHAPEL N S, Lyraneag, Rockchapel","Lyraneag, Co. Cork, Ireland",52.28976249999999,-9.1411452
1597,17765E,S N RE NA SCRINE,Maulyregan,Rosscarbery,Co. Cork,,Cork,Cork County Council,238848000,Eimear O'Donovan,rnsns@eircom.net,P85XE17,N,N,N,No subjects through Irish,Catholic,10.0,21.0,31,"S N RE NA SCRINE, Maulyregan, Rosscarbery","Maulyregan, Co. Cork, Ireland",51.6315892,-9.058046
1598,17768K,Scoil Ghormáin Naofa,Castletown,Inch,Co. Wexford,,Wexford,Wexford County Council,40237596,Emer Russell,cns.iaswx@gmail.com,Y25DY05,N,N,N,No subjects through Irish,Catholic,59.0,67.0,126,"Scoil Ghormáin Naofa, Castletown, Inch","Clones Upper, Castletown, Co. Wexford, Ireland",52.7194178,-6.1833705
1599,17769M,S N MHUIRE,Grahormack,Tagoat,Co. Wexford,,Wexford,Wexford County Council,539132926,Fiona Whelan,tagoatsecretary@gmail.com,Y35DE08,N,Y,N,No subjects through Irish,Catholic,44.0,37.0,81,"S N MHUIRE, Grahormack, Tagoat","Grahormack, Tagoat, Co. Wexford, Ireland",52.2454387,-6.388300099999999
1600,17770U,S N NAOMH COLMAIN,Scoil Cholmain,Muigh-Inis,Cárna,Co. na Gaillimhe,Galway,Galway County Council,9532818,Róisín Ní Chualáin,scoilcholmain@yahoo.com,H91Y8K0,Y,Y,N,All subjects through Irish,Catholic,10.0,12.0,22,"S N NAOMH COLMAIN, Scoil Cholmain, Muigh-Inis","Mosestown, Whitegate, Co. Cork, Ireland",51.8234779,-8.2355132
1601,17771W,S N MHUIRE,Lisheenkyle,Oranmore,Co. Galway,,Galway,Galway County Council,91844901,Anne Keary,lisheenkyle@gmail.com,H91YR20,N,N,N,No subjects through Irish,Catholic,109.0,122.0,231,"S N MHUIRE, Lisheenkyle, Oranmore","Scoil Mhuire, Castle Rd, Oran More, Oranmore, Co. Galway, Ireland",53.2673363,-8.9318252
1602,17772B,S N BRIGHDHE NAOFA,CINN MARA,CO NA GAILLIMHE,,,Galway,Galway County Council,91637519,SHANE MC DONAGH,smcd1970@hotmail.com,H91F2A4,N,N,N,No subjects through Irish,Catholic,34.0,34.0,68,"S N BRIGHDHE NAOFA, CINN MARA, CO NA GAILLIMHE","Galway, Ireland",53.270668,-9.0567905
1603,17774F,S N LISSARA NAOFA,Ballinacarrow,Ballymote,Co. Sligo,,Sligo,Sligo County Council,719130350,Mary Curley,stlassaranationalschool@gmail.com,F56PN59,N,N,N,No subjects through Irish,Catholic,51.0,46.0,97,"S N LISSARA NAOFA, Ballinacarrow, Ballymote","Ballynacarrow, Ballynacarrow South, Ballinacarrow South, Co. Sligo, Ireland",54.1334613,-8.5627198
1604,17776J,S N COMHGHALL,Drumsloe,Drummully,Clones,Co. Monaghan,Monaghan,Monaghan County Council,4755329,Catherine Donnelly,stcomgallsns@gmail.com,H23EH04,N,N,N,No subjects through Irish,Catholic,13.0,18.0,31,"S N COMHGHALL, Drumsloe, Drummully",.,.,.
1605,17779P,POWERSTOWN N S,Clonmel,Co. Tipperary,,,Tipperary,Tipperary (Sr) County Council,526123178,Eugene Fogarty,powerstownns@gmail.com,E91Y961,N,N,N,No subjects through Irish,Catholic,167.0,202.0,369,"POWERSTOWN N S, Clonmel, Co. Tipperary","Powerstown National School, Rathloose, Clonmel, Co. Tipperary, Ireland",52.37198619999999,-7.6636878
1606,17780A,BALLYHAISE N S,Cavan Road,Ballyhaise,Co. Cavan,,Cavan,Cavan County Council,494338411,Deirdre Sheridan,ballyhaisens@gmail.com,H12F825,N,N,N,No subjects through Irish,Catholic,79.0,98.0,177,"BALLYHAISE N S, Cavan Road, Ballyhaise","Ballyhaise, Raheg, Ballyhaise, Co. Cavan, Ireland",54.0473393,-7.3155094
1607,17782E,S N BRIDE NAOFA,Shantalla Road,Galway,,,Galway,Galway City Council,91525052,Daniel Keane,principal@scoilbhrideshantalla.ie,H91VW59,N,Y,N,No subjects through Irish,Catholic,92.0,99.0,191,"S N BRIDE NAOFA, Shantalla Road, Galway","Shantalla Rd, Galway, Ireland",53.273504,-9.071456
1608,17783G,S N CHUIRT DOIGHTE,Burncourt,Cahir,Co. Tipperary,,Tipperary,Tipperary (Sr) County Council,527467202,Sarah Walshe,burncourtnationalschool@gmail.com,E21PT44,N,N,N,No subjects through Irish,Catholic,38.0,44.0,82,"S N CHUIRT DOIGHTE, Burncourt, Cahir","Burncourt, Cahir, Co. Tipperary, E21 PT44, Ireland",52.3120761,-8.0780481
1609,17784I,S N PADRAIC NAOFA,Lombard Street,Galway,,,Galway,Galway City Council,91568707,Marian Barrett,saintpatricksgalway@gmail.com,H91K3C7,N,N,N,No subjects through Irish,Catholic,16.0,189.0,205,"S N PADRAIC NAOFA, Lombard Street, Galway","Lombard St, Galway, Ireland",53.272552,-9.0544456
1610,17785K,SAN NIOCLAS MYRA,Malahide Road,Kinsealy,Dublin 17,,Dublin,Fingal County Council,18464033,Breandan Ó Fathaigh,principal@kinsealyns.ie,D17FP52,N,N,N,No subjects through Irish,Catholic,101.0,110.0,211,"SAN NIOCLAS MYRA, Malahide Road, Kinsealy","17 Malahide Rd, Beaumont, Dublin, D05 H9F9, Ireland",53.3854658,-6.2030034
1611,17787O,S N COLMCILL NAOFA,MOONE,ATHY,CO KILDARE,,Kildare,Kildare County Council,598624313,DARRAGH FLYNN,mooneschool@hotmail.com,R14AY61,N,N,N,No subjects through Irish,Catholic,65.0,64.0,129,"S N COLMCILL NAOFA, MOONE, ATHY","Moone, Simonstown West, Athy, Co. Kildare, Ireland",52.9732903,-6.8165606
1612,17789S,S N CILL TARTAIN,GORT INSE GUAIRE,CO NA GAILLIMHE,,,Galway,Galway County Council,91631187,Mr Brian Curtin,kiltartanschool@gmail.com,H91C6E8,N,N,N,No subjects through Irish,Catholic,57.0,55.0,112,"S N CILL TARTAIN, GORT INSE GUAIRE, CO NA GAILLIMHE","Gort, Co. Galway, Ireland",53.0666432,-8.8187485
1613,17790D,CURRAGHAGALLA N S,Curraghagalla,Kilworth,Co. Cork,,Cork,Cork County Council,2527449,Anne O'Sullivan,curraghagallans@yahoo.ie,P61AV80,N,N,N,No subjects through Irish,Catholic,14.0,10.0,24,"CURRAGHAGALLA N S, Curraghagalla, Kilworth","Curraghagalla National School, Knockanenabohilly, Kilworth, Co. Cork, Ireland",52.20730500000001,-8.2929551
1614,17793J,S N PADRAIG NAOFA,CLOIDEACH,ATH CINN,CO NA GAILLIMHE,,Galway,Galway County Council,9335868,EILEEN GLEESON,clydaghns@eircom.net,H91CK06,N,N,N,No subjects through Irish,Catholic,8.0,8.0,16,"S N PADRAIG NAOFA, CLOIDEACH, ATH CINN","Headford, Co. Galway, Ireland",53.4694617,-9.106133999999999
1615,17794L,S N AN PHAIRC,YOUGHAL,CO CORK,,,Cork,Cork County Council,2497282,Orla Burke,parkschool.ias@eircom.net,P36CK76,N,N,N,No subjects through Irish,Catholic,8.0,16.0,24,"S N AN PHAIRC, YOUGHAL, CO CORK","Youghal, Co. Cork, Ireland",51.9542704,-7.8471707
1616,17796P,Our Lady's National School,Nurney,Carlow,Co Carlow,,Carlow,Carlow County Council,599146297,MARTIN J DUFFY,nurneyns@gmail.com,R93D340,N,N,N,No subjects through Irish,Catholic,16.0,18.0,34,"Our Lady's National School, Nurney, Carlow","Nurney, Co. Carlow, Ireland",52.7487876,-6.912087199999999
